# Time Signal
0.166500 -0.157505
0.166625 -0.804407
0.166750 -0.844661
0.166875 -0.544267
0.167000 0.067263
0.167125 0.702169
0.167250 0.942147
0.167375 0.730572
0.167500 0.120026
0.167625 -0.750730
0.167750 -0.913520
0.167875 -0.688133
0.168000 0.096166
0.168125 0.685873
0.168250 0.949990
0.168375 0.730384
0.168500 0.136283
0.168625 -0.880109
0.168750 -0.918572
0.168875 -0.818862
0.169000 -0.197431
0.169125 0.524688
0.169250 1.091318
0.169375 0.525701
0.169500 0.187726
0.169625 -0.788554
0.169750 -1.132329
0.169875 -0.892398
0.170000 0.053420
0.170125 0.619627
0.170250 0.944366
0.170375 0.803005
0.170500 0.015251
0.170625 -0.807407
0.170750 -0.941264
0.170875 -0.824604
0.171000 0.094784
0.171125 0.507967
0.171250 1.105970
0.171375 0.721890
0.171500 -0.042745
0.171625 -0.714671
0.171750 -1.166244
0.171875 -0.853688
0.172000 0.171237
0.172125 0.690838
0.172250 1.076698
0.172375 0.814657
0.172500 0.010735
0.172625 -0.749004
0.172750 -0.804207
0.172875 -0.693797
0.173000 -0.024361
0.173125 0.794213
0.173250 1.031906
0.173375 0.670493
0.173500 -0.194349
0.173625 -0.607562
0.173750 -1.021906
0.173875 -0.648020
0.174000 -0.187902
0.174125 0.829570
0.174250 0.954987
0.174375 0.734469
0.174500 -0.177857
0.174625 -0.893359
0.174750 -0.890136
0.174875 -0.590155
0.175000 -0.185412
0.175125 0.722953
0.175250 0.931737
0.175375 0.678954
0.175500 -0.191751
0.175625 -0.741598
0.175750 -0.974736
0.175875 -0.527654
0.176000 0.149233
0.176125 0.609091
0.176250 1.087005
0.176375 0.667069
0.176500 0.060135
0.176625 -0.624302
0.176750 -0.826730
0.176875 -0.871356
0.177000 -0.030084
0.177125 0.712314
0.177250 0.999139
0.177375 0.682660
0.177500 -0.095213
0.177625 -0.529876
0.177750 -1.165362
0.177875 -0.790236
0.178000 0.099711
0.178125 0.696705
0.178250 1.144235
0.178375 0.828938
0.178500 0.003369
0.178625 -0.653019
0.178750 -0.961219
0.178875 -0.689156
0.179000 -0.130036
0.179125 0.877607
0.179250 1.189800
0.179375 0.585354
0.179500 -0.063982
0.179625 -0.692063
0.179750 -1.142301
0.179875 -0.821852
0.180000 0.117071
0.180125 0.851802
0.180250 1.045218
0.180375 0.684245
0.180500 0.027497
0.180625 -0.688647
0.180750 -0.987113
0.180875 -0.509681
0.181000 -0.176371
0.181125 0.519133
0.181250 0.972981
0.181375 0.635539
0.181500 0.189241
0.181625 -0.699460
0.181750 -0.954698
0.181875 -0.618132
0.182000 0.197221
0.182125 0.696653
0.182250 1.010807
0.182375 0.707703
0.182500 -0.156395
0.182625 -0.857500
0.182750 -1.181454
0.182875 -0.793507
0.183000 -0.179905
0.183125 0.515471
0.183250 0.991782
0.183375 0.663218
0.183500 0.023367
0.183625 -0.657616
0.183750 -0.958636
0.183875 -0.766695
0.184000 -0.005814
0.184125 0.593717
0.184250 1.117551
0.184375 0.528779
0.184500 0.105110
0.184625 -0.776667
0.184750 -1.180903
0.184875 -0.578385
0.185000 -0.057520
0.185125 0.699154
0.185250 0.857156
0.185375 0.638808
0.185500 0.199722
0.185625 -0.604658
0.185750 -1.179326
0.185875 -0.510173
0.186000 -0.107979
0.186125 0.738567
0.186250 0.997533
0.186375 0.642704
0.186500 0.081082
0.186625 -0.691045
0.186750 -0.950805
0.186875 -0.605930
0.187000 0.024465
0.187125 0.548072
0.187250 0.857290
0.187375 0.554966
0.187500 0.090458
0.187625 -0.608479
0.187750 -1.011730
0.187875 -0.822453
0.188000 0.185196
0.188125 0.612925
0.188250 0.906327
0.188375 0.797432
0.188500 0.036247
0.188625 -0.781651
0.188750 -0.980955
0.188875 -0.528362
0.189000 0.117474
0.189125 0.783314
0.189250 0.910448
0.189375 0.824313
0.189500 -0.021368
0.189625 -0.775963
0.189750 -0.885862
0.189875 -0.636426
0.190000 0.162588
0.190125 0.618793
0.190250 0.806280
0.190375 0.750777
0.190500 0.127711
0.190625 -0.651619
0.190750 -1.055154
0.190875 -0.754961
0.191000 0.096450
0.191125 0.709267
0.191250 1.000007
0.191375 0.694006
0.191500 -0.099168
0.191625 -0.518825
0.191750 -0.928449
0.191875 -0.821099
0.192000 -0.105891
0.192125 0.884953
0.192250 1.176335
0.192375 0.837446
0.192500 -0.096667
0.192625 -0.711732
0.192750 -0.890918
0.192875 -0.886312
0.193000 -0.128396
0.193125 0.526613
0.193250 1.138002
0.193375 0.757317
0.193500 -0.049330
0.193625 -0.654980
0.193750 -1.079110
0.193875 -0.793852
0.194000 0.163847
0.194125 0.634262
0.194250 1.156927
0.194375 0.798697
0.194500 0.182649
0.194625 -0.805357
0.194750 -1.156265
0.194875 -0.628002
0.195000 0.103864
0.195125 0.750843
0.195250 0.866006
0.195375 0.511825
0.195500 0.032011
0.195625 -0.569581
0.195750 -1.109275
0.195875 -0.580972
0.196000 0.115404
0.196125 0.574169
0.196250 1.056475
0.196375 0.525857
0.196500 0.062418
0.196625 -0.741524
0.196750 -1.160457
0.196875 -0.573060
0.197000 -0.014932
0.197125 0.884664
0.197250 0.984259
0.197375 0.842849
0.197500 0.029652
0.197625 -0.601942
0.197750 -1.151004
0.197875 -0.713641
0.198000 -0.167689
0.198125 0.513051
0.198250 0.885058
0.198375 0.522062
0.198500 -0.092351
0.198625 -0.778306
0.198750 -0.905941
0.198875 -0.895524
0.199000 0.172541
0.199125 0.867202
0.199250 0.816302
0.199375 0.711645
0.199500 0.097657
0.199625 -0.800081
0.199750 -1.069328
0.199875 -0.694061
0.200000 -0.025895
0.200125 0.894227
0.200250 1.031798
0.200375 0.543608
0.200500 -0.047273
0.200625 -0.635777
0.200750 -0.829454
0.200875 -0.569318
0.201000 0.048917
0.201125 0.661893
0.201250 1.073533
0.201375 0.585710
0.201500 -0.140038
0.201625 -0.584598
0.201750 -0.927932
0.201875 -0.814831
0.202000 0.128496
0.202125 0.864224
0.202250 0.907233
0.202375 0.543277
0.202500 -0.114085
0.202625 -0.905843
0.202750 -1.152249
0.202875 -0.848638
0.203000 0.161321
0.203125 0.571161
0.203250 1.063009
0.203375 0.766101
0.203500 -0.028936
0.203625 -0.513398
0.203750 -1.127962
0.203875 -0.561916
0.204000 0.180804
0.204125 0.810952
0.204250 1.181693
0.204375 0.640645
0.204500 -0.024853
0.204625 -0.554849
0.204750 -1.128674
0.204875 -0.883012
0.205000 -0.092968
0.205125 0.851983
0.205250 0.902633
0.205375 0.674099
0.205500 0.067345
0.205625 -0.532395
0.205750 -0.940733
0.205875 -0.711293
0.206000 0.131829
0.206125 0.873634
0.206250 1.031986
0.206375 0.524840
0.206500 0.167832
0.206625 -0.627367
0.206750 -1.123799
0.206875 -0.577973
0.207000 0.143806
0.207125 0.846286
0.207250 0.988130
0.207375 0.621957
0.207500 0.132916
0.207625 -0.646946
0.207750 -1.139960
0.207875 -0.593396
0.208000 -0.035969
0.208125 0.548818
0.208250 0.847251
0.208375 0.846257
0.208500 0.193984
0.208625 -0.788547
0.208750 -0.836757
0.208875 -0.806091
0.209000 -0.136525
0.209125 0.572971
0.209250 1.068010
0.209375 0.837956
0.209500 -0.159421
0.209625 -0.779856
0.209750 -1.073339
0.209875 -0.534690
0.210000 -0.106265
0.210125 0.865751
0.210250 1.190152
0.210375 0.568693
0.210500 0.038373
0.210625 -0.840722
0.210750 -0.809281
0.210875 -0.724910
0.211000 -0.194466
0.211125 0.685962
0.211250 1.097049
0.211375 0.845567
0.211500 -0.161007
0.211625 -0.549995
0.211750 -0.947830
0.211875 -0.704056
0.212000 0.198805
0.212125 0.806542
0.212250 0.942203
0.212375 0.899898
0.212500 -0.182041
0.212625 -0.801646
0.212750 -1.106194
0.212875 -0.825704
0.213000 -0.028680
0.213125 0.868946
0.213250 0.812253
0.213375 0.718999
0.213500 -0.110865
0.213625 -0.768187
0.213750 -1.015693
0.213875 -0.724258
0.214000 -0.102428
0.214125 0.681599
0.214250 1.044437
0.214375 0.843035
0.214500 0.040843
0.214625 -0.671955
0.214750 -1.081876
0.214875 -0.660743
0.215000 -0.185972
0.215125 0.522255
0.215250 0.984826
0.215375 0.560102
0.215500 0.172279
0.215625 -0.870124
0.215750 -0.943955
0.215875 -0.536026
0.216000 0.136451
0.216125 0.905340
0.216250 1.163874
0.216375 0.861549
0.216500 -0.096300
0.216625 -0.849449
0.216750 -1.164156
0.216875 -0.632081
0.217000 -0.180550
0.217125 0.555197
0.217250 0.886920
0.217375 0.615715
0.217500 -0.012996
0.217625 -0.635911
0.217750 -0.908545
0.217875 -0.622516
0.218000 -0.154346
0.218125 0.643002
0.218250 1.020521
0.218375 0.793617
0.218500 0.171029
0.218625 -0.568436
0.218750 -1.067127
0.218875 -0.522026
0.219000 0.153797
0.219125 0.824817
0.219250 0.838078
0.219375 0.833188
0.219500 0.154662
0.219625 -0.612967
0.219750 -0.902839
0.219875 -0.616028
0.220000 0.092364
0.220125 0.768163
0.220250 1.045523
0.220375 0.903166
0.220500 0.118670
0.220625 -0.625732
0.220750 -0.928916
0.220875 -0.568918
0.221000 0.129469
0.221125 0.865140
0.221250 0.846798
0.221375 0.623567
0.221500 0.029266
0.221625 -0.568855
0.221750 -1.198951
0.221875 -0.632203
0.222000 -0.125836
0.222125 0.728649
0.222250 0.961416
0.222375 0.552278
0.222500 -0.039763
0.222625 -0.612828
0.222750 -1.169750
0.222875 -0.793079
0.223000 0.012019
0.223125 0.575416
0.223250 0.840111
0.223375 0.673822
0.223500 0.162460
0.223625 -0.569854
0.223750 -1.142207
0.223875 -0.652280
0.224000 -0.001650
0.224125 0.810413
0.224250 1.050887
0.224375 0.624153
0.224500 -0.015321
0.224625 -0.785163
0.224750 -1.144767
0.224875 -0.792947
0.225000 -0.120062
0.225125 0.609137
0.225250 1.030621
0.225375 0.816328
0.225500 -0.159732
0.225625 -0.675407
0.225750 -1.015876
0.225875 -0.792654
0.226000 -0.146785
0.226125 0.852655
0.226250 0.959625
0.226375 0.720567
0.226500 0.039801
0.226625 -0.717212
0.226750 -0.872514
0.226875 -0.855258
0.227000 0.058191
0.227125 0.874721
0.227250 1.018499
0.227375 0.727757
0.227500 0.104827
0.227625 -0.630803
0.227750 -1.124525
0.227875 -0.803957
0.228000 -0.020391
0.228125 0.833495
0.228250 1.020198
0.228375 0.871385
0.228500 -0.151627
0.228625 -0.631674
0.228750 -1.121564
0.228875 -0.778814
0.229000 0.177474
0.229125 0.816134
0.229250 0.837515
0.229375 0.524830
0.229500 -0.059245
0.229625 -0.685475
0.229750 -1.067826
0.229875 -0.713146
0.230000 -0.032795
0.230125 0.798884
0.230250 0.807422
0.230375 0.514085
0.230500 -0.118312
0.230625 -0.572214
0.230750 -1.141175
0.230875 -0.567228
0.231000 0.102545
0.231125 0.784418
0.231250 0.960530
0.231375 0.714508
0.231500 -0.046382
0.231625 -0.671127
0.231750 -0.889450
0.231875 -0.573872
0.232000 -0.037675
0.232125 0.637850
0.232250 1.097515
0.232375 0.717825
0.232500 -0.193834
0.232625 -0.531123
0.232750 -0.860991
0.232875 -0.523449
0.233000 0.084980
0.233125 0.883636
0.233250 0.801383
0.233375 0.532852
0.233500 -0.001861
0.233625 -0.773526
0.233750 -0.980296
0.233875 -0.541736
0.234000 -0.174659
0.234125 0.734248
0.234250 1.172350
0.234375 0.614138
0.234500 -0.038001
0.234625 -0.875918
0.234750 -1.153092
0.234875 -0.842594
0.235000 0.108495
0.235125 0.714568
0.235250 1.071915
0.235375 0.569213
0.235500 -0.156513
0.235625 -0.724636
0.235750 -0.804660
0.235875 -0.701316
0.236000 0.113221
0.236125 0.799994
0.236250 0.816510
0.236375 0.826479
0.236500 0.068838
0.236625 -0.551591
0.236750 -0.896972
0.236875 -0.753302
0.237000 0.132066
0.237125 0.811493
0.237250 0.979552
0.237375 0.637287
0.237500 -0.162012
0.237625 -0.507863
0.237750 -1.104451
0.237875 -0.843782
0.238000 0.026418
0.238125 0.574990
0.238250 0.970358
0.238375 0.895556
0.238500 -0.100920
0.238625 -0.689863
0.238750 -1.147040
0.238875 -0.899526
0.239000 -0.175342
0.239125 0.831975
0.239250 0.869689
0.239375 0.575275
0.239500 -0.092666
0.239625 -0.842108
0.239750 -0.926043
0.239875 -0.886538
0.240000 0.157851
0.240125 0.797577
0.240250 1.139942
0.240375 0.733810
0.240500 0.045968
0.240625 -0.664110
0.240750 -0.819493
0.240875 -0.729050
0.241000 -0.052639
0.241125 0.667177
0.241250 1.108239
0.241375 0.692461
0.241500 -0.040716
0.241625 -0.903301
0.241750 -0.951322
0.241875 -0.521439
0.242000 -0.128321
0.242125 0.526162
0.242250 1.174118
0.242375 0.677862
0.242500 0.036256
0.242625 -0.880020
0.242750 -1.021665
0.242875 -0.646124
0.243000 0.151958
0.243125 0.755159
0.243250 1.129153
0.243375 0.566386
0.243500 0.113088
0.243625 -0.703997
0.243750 -1.120153
0.243875 -0.636184
0.244000 -0.106405
0.244125 0.526868
0.244250 0.897628
0.244375 0.846648
0.244500 0.062783
0.244625 -0.828982
0.244750 -1.082404
0.244875 -0.896970
0.245000 0.038224
0.245125 0.532923
0.245250 0.995493
0.245375 0.904584
0.245500 -0.170366
0.245625 -0.862954
0.245750 -0.816791
0.245875 -0.805792
0.246000 -0.136751
0.246125 0.864424
0.246250 1.072072
0.246375 0.806638
0.246500 0.184403
0.246625 -0.856728
0.246750 -1.039487
0.246875 -0.570734
0.247000 0.098392
0.247125 0.596771
0.247250 1.195654
0.247375 0.718604
0.247500 0.092760
0.247625 -0.831576
0.247750 -1.117581
0.247875 -0.520732
0.248000 -0.104736
0.248125 0.687161
0.248250 1.125918
0.248375 0.865163
0.248500 0.058154
0.248625 -0.863572
0.248750 -0.831808
0.248875 -0.810701
0.249000 -0.130664
0.249125 0.670809
0.249250 0.893884
0.249375 0.606076
0.249500 0.007815
0.249625 -0.830002
0.249750 -0.999717
0.249875 -0.636071
0.250000 -0.165579
0.250125 0.579421
0.250250 0.970569
0.250375 0.525921
0.250500 -0.077199
0.250625 -0.576088
0.250750 -0.844814
0.250875 -0.885933
0.251000 -0.179333
0.251125 0.857981
0.251250 1.032673
0.251375 0.820675
0.251500 -0.173726
0.251625 -0.592021
0.251750 -0.900124
0.251875 -0.785418
0.252000 -0.104836
0.252125 0.732878
0.252250 0.879680
0.252375 0.860397
0.252500 0.069323
0.252625 -0.859184
0.252750 -1.150306
0.252875 -0.568449
0.253000 0.011501
0.253125 0.650739
0.253250 0.837629
0.253375 0.526547
0.253500 0.020581
0.253625 -0.669219
0.253750 -0.909525
0.253875 -0.652070
0.254000 0.110317
0.254125 0.568146
0.254250 1.073919
0.254375 0.540086
0.254500 0.192116
0.254625 -0.677969
0.254750 -1.145782
0.254875 -0.894214
0.255000 -0.020085
0.255125 0.793936
0.255250 1.126397
0.255375 0.713401
0.255500 0.002053
0.255625 -0.680877
0.255750 -0.872085
0.255875 -0.610024
0.256000 -0.147858
0.256125 0.514716
0.256250 1.050440
0.256375 0.828415
0.256500 -0.144569
0.256625 -0.606957
0.256750 -0.939969
0.256875 -0.640046
0.257000 -0.156291
0.257125 0.804723
0.257250 1.086437
0.257375 0.771485
0.257500 -0.064384
0.257625 -0.730256
0.257750 -1.080521
0.257875 -0.861289
0.258000 0.037870
0.258125 0.900537
0.258250 0.878865
0.258375 0.737237
0.258500 0.022443
0.258625 -0.774027
0.258750 -0.957045
0.258875 -0.904603
0.259000 -0.180006
0.259125 0.676433
0.259250 1.008734
0.259375 0.729036
0.259500 0.195643
0.259625 -0.770404
0.259750 -1.080924
0.259875 -0.859419
0.260000 -0.055816
0.260125 0.876673
0.260250 1.169063
0.260375 0.706849
0.260500 0.069565
0.260625 -0.678034
0.260750 -1.133265
0.260875 -0.593801
0.261000 -0.073200
0.261125 0.860271
0.261250 0.977752
0.261375 0.769387
0.261500 -0.069924
0.261625 -0.609840
0.261750 -0.891837
0.261875 -0.539053
0.262000 0.090595
0.262125 0.894069
0.262250 0.998119
0.262375 0.620253
0.262500 -0.079815
0.262625 -0.866073
0.262750 -1.084417
0.262875 -0.767065
0.263000 0.010496
0.263125 0.831434
0.263250 1.162039
0.263375 0.713092
0.263500 -0.139066
0.263625 -0.825974
0.263750 -0.946262
0.263875 -0.701863
0.264000 -0.149377
0.264125 0.729861
0.264250 0.804920
0.264375 0.827385
0.264500 -0.148056
0.264625 -0.835509
0.264750 -0.966352
0.264875 -0.728481
0.265000 -0.175263
0.265125 0.518536
0.265250 0.840974
0.265375 0.662068
0.265500 0.108574
0.265625 -0.557970
0.265750 -1.077053
0.265875 -0.707794
0.266000 0.136180
0.266125 0.828143
0.266250 1.112395
0.266375 0.563357
0.266500 0.162162
0.266625 -0.879072
0.266750 -1.003643
0.266875 -0.734549
0.267000 0.152230
0.267125 0.665549
0.267250 1.178611
0.267375 0.520400
0.267500 0.039428
0.267625 -0.674776
0.267750 -0.981531
0.267875 -0.617028
0.268000 -0.144808
0.268125 0.730485
0.268250 1.010425
0.268375 0.614110
0.268500 0.095043
0.268625 -0.862994
0.268750 -0.914307
0.268875 -0.587223
0.269000 -0.144566
0.269125 0.833838
0.269250 0.874780
0.269375 0.871227
0.269500 0.075883
0.269625 -0.709416
0.269750 -1.036634
0.269875 -0.695184
0.270000 -0.081141
0.270125 0.582875
0.270250 1.068241
0.270375 0.587978
0.270500 -0.096289
0.270625 -0.842488
0.270750 -0.946506
0.270875 -0.851044
0.271000 0.022979
0.271125 0.739161
0.271250 0.869291
0.271375 0.569607
0.271500 -0.135493
0.271625 -0.619401
0.271750 -0.847356
0.271875 -0.787531
0.272000 -0.088758
0.272125 0.670201
0.272250 1.026647
0.272375 0.513356
0.272500 0.007090
0.272625 -0.794763
0.272750 -0.873935
0.272875 -0.644442
0.273000 -0.160981
0.273125 0.507920
0.273250 1.026720
0.273375 0.821898
0.273500 -0.001399
0.273625 -0.516960
0.273750 -1.073222
0.273875 -0.589751
0.274000 -0.134222
0.274125 0.902169
0.274250 1.198295
0.274375 0.676729
0.274500 -0.140462
0.274625 -0.655333
0.274750 -0.974383
0.274875 -0.624564
0.275000 -0.116070
0.275125 0.802001
0.275250 1.145111
0.275375 0.655415
0.275500 -0.017329
0.275625 -0.609309
0.275750 -0.932051
0.275875 -0.613280
0.276000 -0.139218
0.276125 0.601764
0.276250 1.100011
0.276375 0.775093
0.276500 0.007020
0.276625 -0.681064
0.276750 -1.069417
0.276875 -0.661211
0.277000 0.026984
0.277125 0.864415
0.277250 0.960754
0.277375 0.532544
0.277500 0.147367
0.277625 -0.619550
0.277750 -0.857143
0.277875 -0.893843
0.278000 0.082533
0.278125 0.848206
0.278250 0.982821
0.278375 0.849275
0.278500 -0.007001
0.278625 -0.898720
0.278750 -0.975224
0.278875 -0.630304
0.279000 0.103434
0.279125 0.677017
0.279250 0.825179
0.279375 0.593178
0.279500 -0.132404
0.279625 -0.613973
0.279750 -0.820170
0.279875 -0.778593
0.280000 0.187731
0.280125 0.786913
0.280250 1.196436
0.280375 0.701749
0.280500 -0.094050
0.280625 -0.780024
0.280750 -1.159397
0.280875 -0.574280
0.281000 -0.115751
0.281125 0.708504
0.281250 1.158331
0.281375 0.538859
0.281500 -0.111184
0.281625 -0.605930
0.281750 -1.155051
0.281875 -0.535602
0.282000 0.042373
0.282125 0.734859
0.282250 1.113609
0.282375 0.542352
0.282500 0.036215
0.282625 -0.768676
0.282750 -0.887887
0.282875 -0.767548
0.283000 0.108225
0.283125 0.844457
0.283250 1.025566
0.283375 0.883046
0.283500 0.030508
0.283625 -0.701740
0.283750 -1.095615
0.283875 -0.689015
0.284000 -0.114704
0.284125 0.607929
0.284250 0.812802
0.284375 0.698208
0.284500 0.027822
0.284625 -0.853675
0.284750 -1.076007
0.284875 -0.594920
0.285000 0.054740
0.285125 0.589374
0.285250 1.143875
0.285375 0.850763
0.285500 0.183575
0.285625 -0.518331
0.285750 -0.884907
0.285875 -0.681288
0.286000 0.016677
0.286125 0.735828
0.286250 1.061132
0.286375 0.559968
0.286500 0.167043
0.286625 -0.733852
0.286750 -1.007648
0.286875 -0.631705
0.287000 -0.089460
0.287125 0.524987
0.287250 1.051276
0.287375 0.848050
0.287500 0.023352
0.287625 -0.551511
0.287750 -1.040901
0.287875 -0.598569
0.288000 -0.143595
0.288125 0.679044
0.288250 0.899707
0.288375 0.791473
0.288500 0.025236
0.288625 -0.683416
0.288750 -1.003515
0.288875 -0.826979
0.289000 0.106052
0.289125 0.647447
0.289250 0.823719
0.289375 0.796610
0.289500 -0.070804
0.289625 -0.568246
0.289750 -1.084613
0.289875 -0.561327
0.290000 -0.032538
0.290125 0.883682
0.290250 1.198577
0.290375 0.641733
0.290500 -0.050142
0.290625 -0.716204
0.290750 -1.190039
0.290875 -0.646858
0.291000 0.008901
0.291125 0.768342
0.291250 1.001259
0.291375 0.539219
0.291500 0.016885
0.291625 -0.546718
0.291750 -0.859285
0.291875 -0.633704
0.292000 -0.067768
0.292125 0.547469
0.292250 0.957704
0.292375 0.864678
0.292500 0.064188
0.292625 -0.552962
0.292750 -1.162369
0.292875 -0.736999
0.293000 -0.105371
0.293125 0.568473
0.293250 0.859679
0.293375 0.730905
0.293500 -0.199877
0.293625 -0.732027
0.293750 -1.030489
0.293875 -0.739391
0.294000 -0.048415
0.294125 0.675153
0.294250 1.102277
0.294375 0.808448
0.294500 0.159058
0.294625 -0.594931
0.294750 -1.038346
0.294875 -0.739261
0.295000 -0.026607
0.295125 0.870054
0.295250 1.000026
0.295375 0.897527
0.295500 0.123207
0.295625 -0.766372
0.295750 -0.936245
0.295875 -0.851519
0.296000 -0.018814
0.296125 0.528542
0.296250 0.813094
0.296375 0.552361
0.296500 0.175665
0.296625 -0.856330
0.296750 -0.984573
0.296875 -0.836908
0.297000 -0.087982
0.297125 0.782265
0.297250 1.093932
0.297375 0.619373
0.297500 -0.149917
0.297625 -0.843687
0.297750 -0.920087
0.297875 -0.705404
0.298000 0.031580
0.298125 0.689292
0.298250 0.903111
0.298375 0.697607
0.298500 -0.105580
0.298625 -0.642307
0.298750 -0.841590
0.298875 -0.639185
0.299000 0.027648
0.299125 0.665481
0.299250 1.058277
0.299375 0.658068
0.299500 0.099249
0.299625 -0.785116
0.299750 -0.993519
0.299875 -0.826807
0.300000 -0.056434
0.300125 0.726695
0.300250 0.925622
0.300375 0.626182
0.300500 0.070266
0.300625 -0.566042
0.300750 -1.010662
0.300875 -0.524696
0.301000 0.016149
0.301125 0.590333
0.301250 0.894612
0.301375 0.773428
0.301500 -0.053240
0.301625 -0.532640
0.301750 -1.131912
0.301875 -0.528885
0.302000 -0.043370
0.302125 0.678337
0.302250 0.968790
0.302375 0.758302
0.302500 -0.164094
0.302625 -0.779909
0.302750 -1.080951
0.302875 -0.643408
0.303000 0.085656
0.303125 0.884406
0.303250 0.814596
0.303375 0.691895
0.303500 -0.100621
0.303625 -0.685975
0.303750 -0.934848
0.303875 -0.664261
0.304000 -0.159410
0.304125 0.897929
0.304250 1.161988
0.304375 0.818091
0.304500 0.131737
0.304625 -0.755801
0.304750 -0.906673
0.304875 -0.759189
0.305000 0.034641
0.305125 0.895038
0.305250 0.814307
0.305375 0.888373
0.305500 0.162461
0.305625 -0.824674
0.305750 -0.840447
0.305875 -0.787910
0.306000 0.053559
0.306125 0.635384
0.306250 1.170327
0.306375 0.796681
0.306500 0.055619
0.306625 -0.817769
0.306750 -1.046795
0.306875 -0.765970
0.307000 -0.133227
0.307125 0.674917
0.307250 1.125993
0.307375 0.673106
0.307500 0.188848
0.307625 -0.715943
0.307750 -1.191091
0.307875 -0.877544
0.308000 -0.018092
0.308125 0.877957
0.308250 1.140482
0.308375 0.620844
0.308500 -0.077725
0.308625 -0.673354
0.308750 -0.938280
0.308875 -0.550311
0.309000 0.021657
0.309125 0.783161
0.309250 1.138130
0.309375 0.691374
0.309500 0.158367
0.309625 -0.609423
0.309750 -0.896604
0.309875 -0.695039
0.310000 -0.173960
0.310125 0.780801
0.310250 0.901578
0.310375 0.788653
0.310500 0.163125
0.310625 -0.652265
0.310750 -1.177252
0.310875 -0.877311
0.311000 -0.177482
0.311125 0.855893
0.311250 0.995862
0.311375 0.518604
0.311500 -0.060196
0.311625 -0.702352
0.311750 -1.159009
0.311875 -0.585366
0.312000 -0.024291
0.312125 0.888568
0.312250 0.835545
0.312375 0.804959
0.312500 0.015282
0.312625 -0.609801
0.312750 -0.945287
0.312875 -0.870065
0.313000 -0.026749
0.313125 0.700013
0.313250 1.021245
0.313375 0.638838
0.313500 -0.109393
0.313625 -0.782501
0.313750 -0.856269
0.313875 -0.790601
0.314000 0.198431
0.314125 0.552423
0.314250 1.198119
0.314375 0.868513
0.314500 0.100067
0.314625 -0.886218
0.314750 -0.808733
0.314875 -0.584400
0.315000 0.169592
0.315125 0.694185
0.315250 1.134139
0.315375 0.616598
0.315500 0.191956
0.315625 -0.532029
0.315750 -1.168704
0.315875 -0.739564
0.316000 0.156695
0.316125 0.573973
0.316250 0.865463
0.316375 0.679048
0.316500 0.164056
0.316625 -0.586927
0.316750 -0.991084
0.316875 -0.769660
0.317000 -0.086971
0.317125 0.537234
0.317250 1.069113
0.317375 0.710632
0.317500 -0.045169
0.317625 -0.694201
0.317750 -0.879904
0.317875 -0.753950
0.318000 0.058083
0.318125 0.825364
0.318250 0.914631
0.318375 0.665392
0.318500 0.139006
0.318625 -0.801223
0.318750 -1.119076
0.318875 -0.598352
0.319000 0.093063
0.319125 0.522155
0.319250 0.818182
0.319375 0.791998
0.319500 0.190198
0.319625 -0.857585
0.319750 -1.147502
0.319875 -0.560301
0.320000 -0.083725
0.320125 0.625128
0.320250 0.918683
0.320375 0.587554
0.320500 -0.161778
0.320625 -0.579540
0.320750 -0.982174
0.320875 -0.756000
0.321000 0.157820
0.321125 0.594048
0.321250 1.154700
0.321375 0.619612
0.321500 0.099762
0.321625 -0.632286
0.321750 -0.934273
0.321875 -0.749144
0.322000 -0.007009
0.322125 0.887410
0.322250 1.116183
0.322375 0.639201
0.322500 -0.113685
0.322625 -0.510049
0.322750 -1.159219
0.322875 -0.527855
0.323000 -0.187743
0.323125 0.566091
0.323250 1.064210
0.323375 0.509530
0.323500 -0.091606
0.323625 -0.590391
0.323750 -0.850839
0.323875 -0.682302
0.324000 -0.165325
0.324125 0.574915
0.324250 1.105187
0.324375 0.579896
0.324500 0.195477
0.324625 -0.784029
0.324750 -0.976040
0.324875 -0.553918
0.325000 0.009876
0.325125 0.685806
0.325250 0.865762
0.325375 0.616882
0.325500 -0.146617
0.325625 -0.575629
0.325750 -0.932329
0.325875 -0.660579
0.326000 0.111877
0.326125 0.690943
0.326250 1.178557
0.326375 0.905174
0.326500 -0.019029
0.326625 -0.887722
0.326750 -0.822617
0.326875 -0.713969
0.327000 -0.121748
0.327125 0.748758
0.327250 0.995496
0.327375 0.693872
0.327500 -0.041608
0.327625 -0.762478
0.327750 -1.188497
0.327875 -0.714188
0.328000 0.012558
0.328125 0.823797
0.328250 1.065775
0.328375 0.714999
0.328500 -0.160313
0.328625 -0.817343
0.328750 -1.038854
0.328875 -0.657429
0.329000 0.068371
0.329125 0.733957
0.329250 1.159389
0.329375 0.828962
0.329500 -0.041540
0.329625 -0.680094
0.329750 -1.031685
0.329875 -0.836899
0.330000 -0.189004
0.330125 0.653997
0.330250 0.868343
0.330375 0.699044
0.330500 -0.033831
0.330625 -0.861370
0.330750 -0.814993
0.330875 -0.662554
0.331000 0.087322
0.331125 0.687571
0.331250 0.831254
0.331375 0.552716
0.331500 0.125200
0.331625 -0.864415
0.331750 -0.961408
0.331875 -0.769460
0.332000 0.159367
0.332125 0.611510
0.332250 1.145606
0.332375 0.906301
0.332500 -0.005965
0.332625 -0.800362
0.332750 -0.951196
0.332875 -0.844550
